cluster_id,affiliation_variant,occurrence_count,sources,canonical_key,display_name,fingerprint_key,token_key,suggested_canonical,match_reason,priority,cluster_variant_count,cluster_total_occurrences,canonical_keys_differ,country_suffix_only,needs_review,confirmed_same,approved_canonical
C0481,Reef Song,6,delegates; delegates_raw; delegates_sanitized; emissions; map_locations,Reef Song,Reef Song,reef song,reef song,Reef Song,token_key,low,2,8,False,True,True,,
C0481,"Reef Song, Australia",2,delegates; delegates_raw,Reef Song,Reef Song,reef song,reef song,Reef Song,token_key,low,2,8,False,True,True,,
C0554,Tonga Ministry of Fisheries,6,delegates; delegates_raw; delegates_sanitized; emissions; map_locations,Tonga Ministry of Fisheries,Tonga Ministry of Fisheries,tonga ministry of fisheries,fisheries ministry tonga,Tonga Ministry of Fisheries,token_key,low,2,8,False,True,True,,
C0554,"Tonga Ministry of Fisheries, Tonga",2,delegates; delegates_raw,Tonga Ministry of Fisheries,Tonga Ministry of Fisheries,tonga ministry of fisheries,fisheries ministry tonga,Tonga Ministry of Fisheries,token_key,low,2,8,False,True,True,,
C0125,.,5,delegates; delegates_raw; delegates_sanitized; emissions,.,.,.,,.,token_key,low,2,7,False,True,True,,
C0125,"., New Zealand",2,delegates; delegates_raw,.,.,.,,.,token_key,low,2,7,False,True,True,,
C0127,"A*Star-Agency for Science, Technology and Research",5,delegates; delegates_raw; delegates_sanitized; emissions,"A*Star-Agency for Science, Technology and Research","A*Star-Agency for Science, Technology and Research","a*star-agency for science, technology and research",a agency research science star technology,"A*Star-Agency for Science, Technology and Research",token_key,low,2,7,False,True,True,,
C0127,"A*Star-Agency for Science, Technology and Research, Singapore",2,delegates; delegates_raw,"A*Star-Agency for Science, Technology and Research","A*Star-Agency for Science, Technology and Research","a*star-agency for science, technology and research",a agency research science star technology,"A*Star-Agency for Science, Technology and Research",token_key,low,2,7,False,True,True,,
C0130,Adam Mickiewicz University,5,delegates; delegates_raw; delegates_sanitized; emissions,Adam Mickiewicz University,Adam Mickiewicz University,adam mickiewicz university,adam mickiewicz university,Adam Mickiewicz University,token_key,low,2,7,False,True,True,,
C0130,"Adam Mickiewicz University, Poland",2,delegates; delegates_raw,Adam Mickiewicz University,Adam Mickiewicz University,adam mickiewicz university,adam mickiewicz university,Adam Mickiewicz University,token_key,low,2,7,False,True,True,,
C0133,Africa Ocean Alliance,5,delegates; delegates_raw; delegates_sanitized; emissions,Africa Ocean Alliance,Africa Ocean Alliance,africa ocean alliance,africa alliance ocean,Africa Ocean Alliance,token_key,low,2,7,False,True,True,,
C0133,"Africa Ocean Alliance, Ghana",2,delegates; delegates_raw,Africa Ocean Alliance,Africa Ocean Alliance,africa ocean alliance,africa alliance ocean,Africa Ocean Alliance,token_key,low,2,7,False,True,True,,
C0137,Altasea,5,delegates; delegates_raw; delegates_sanitized; emissions,Altasea,Altasea,altasea,altasea,Altasea,token_key,low,2,7,False,True,True,,
C0137,"Altasea, United States",2,delegates; delegates_raw,Altasea,Altasea,altasea,altasea,Altasea,token_key,low,2,7,False,True,True,,
C0139,American Samoa Government,5,delegates; delegates_raw; delegates_sanitized; emissions,American Samoa Government,American Samoa Government,american samoa government,american government samoa,American Samoa Government,token_key,low,2,7,False,True,True,,
C0139,"American Samoa Government, American Samoa",2,delegates; delegates_raw,American Samoa Government,American Samoa Government,american samoa government,american government samoa,American Samoa Government,token_key,low,2,7,False,True,True,,
C0140,American University,5,delegates; delegates_raw; delegates_sanitized; emissions,American University,American University,american university,american university,American University,token_key,low,2,7,False,True,True,,
C0140,"American University, United States",2,delegates; delegates_raw,American University,American University,american university,american university,American University,token_key,low,2,7,False,True,True,,
C0154,Bloomberg Ocean Fund,5,delegates; delegates_raw; delegates_sanitized; emissions,Bloomberg Ocean Fund,Bloomberg Ocean Fund,bloomberg ocean fund,bloomberg fund ocean,Bloomberg Ocean Fund,token_key,low,2,7,False,True,True,,
C0154,"Bloomberg Ocean Fund, United States",2,delegates; delegates_raw,Bloomberg Ocean Fund,Bloomberg Ocean Fund,bloomberg ocean fund,bloomberg fund ocean,Bloomberg Ocean Fund,token_key,low,2,7,False,True,True,,
C0161,Bpp,5,delegates; delegates_raw; delegates_sanitized; emissions,Bpp,Bpp,bpp,bpp,Bpp,token_key,low,2,7,False,True,True,,
C0161,"Bpp, United Kingdom",2,delegates; delegates_raw,Bpp,Bpp,bpp,bpp,Bpp,token_key,low,2,7,False,True,True,,
C0166,Byoguides,5,delegates; delegates_raw; delegates_sanitized; emissions,Byoguides,Byoguides,byoguides,byoguides,Byoguides,token_key,low,2,7,False,True,True,,
C0166,"Byoguides, Australia",2,delegates; delegates_raw,Byoguides,Byoguides,byoguides,byoguides,Byoguides,token_key,low,2,7,False,True,True,,
C0178,Central Provincial Administrations,5,delegates; delegates_raw; delegates_sanitized; emissions,Central Provincial Administrations,Central Provincial Administrations,central provincial administrations,administrations central provincial,Central Provincial Administrations,token_key,low,2,7,False,True,True,,
C0178,"Central Provincial Administrations, Papua New Guinea",2,delegates; delegates_raw,Central Provincial Administrations,Central Provincial Administrations,central provincial administrations,administrations central provincial,Central Provincial Administrations,token_key,low,2,7,False,True,True,,
C0189,Civil Society Forum of Tonga,5,delegates; delegates_raw; delegates_sanitized; emissions,Civil Society Forum of Tonga,Civil Society Forum of Tonga,civil society forum of tonga,civil forum society tonga,Civil Society Forum of Tonga,token_key,low,2,7,False,True,True,,
C0189,"Civil Society Forum of Tonga, Tonga",2,delegates; delegates_raw,Civil Society Forum of Tonga,Civil Society Forum of Tonga,civil society forum of tonga,civil forum society tonga,Civil Society Forum of Tonga,token_key,low,2,7,False,True,True,,
C0193,Coastal and Marine Resource Development,5,delegates; delegates_raw; delegates_sanitized; emissions,Coastal and Marine Resource Development,Coastal and Marine Resource Development,coastal and marine resource development,coastal development marine resource,Coastal and Marine Resource Development,token_key,low,2,7,False,True,True,,
C0193,"Coastal and Marine Resource Development, Kenya",2,delegates; delegates_raw,Coastal and Marine Resource Development,Coastal and Marine Resource Development,coastal and marine resource development,coastal development marine resource,Coastal and Marine Resource Development,token_key,low,2,7,False,True,True,,
C0211,Coralition for Concerned Polyps,5,delegates; delegates_raw; delegates_sanitized; emissions,Coralition for Concerned Polyps,Coralition for Concerned Polyps,coralition for concerned polyps,concerned coralition polyps,Coralition for Concerned Polyps,token_key,low,2,7,False,True,True,,
C0211,"Coralition for Concerned Polyps, United States",2,delegates; delegates_raw,Coralition for Concerned Polyps,Coralition for Concerned Polyps,coralition for concerned polyps,concerned coralition polyps,Coralition for Concerned Polyps,token_key,low,2,7,False,True,True,,
C0220,Cut the Mustard Ltd.,5,delegates; delegates_raw; delegates_sanitized; emissions,Cut the Mustard Ltd.,Cut the Mustard Ltd.,cut the mustard ltd.,cut ltd mustard,Cut the Mustard Ltd.,token_key,low,2,7,False,True,True,,
C0220,"Cut the Mustard Ltd., New Zealand",2,delegates; delegates_raw,Cut the Mustard Ltd.,Cut the Mustard Ltd.,cut the mustard ltd.,cut ltd mustard,Cut the Mustard Ltd.,token_key,low,2,7,False,True,True,,
C0230,Disaster Risk Reduction Center Universitas Indonesia,5,delegates; delegates_raw; delegates_sanitized; emissions,Disaster Risk Reduction Center Universitas Indonesia,Disaster Risk Reduction Center Universitas Indonesia,disaster risk reduction center universitas indonesia,center disaster indonesia reduction risk universitas,Disaster Risk Reduction Center Universitas Indonesia,token_key,low,2,7,False,True,True,,
C0230,"Disaster Risk Reduction Center Universitas Indonesia, Indonesia",2,delegates; delegates_raw,Disaster Risk Reduction Center Universitas Indonesia,Disaster Risk Reduction Center Universitas Indonesia,disaster risk reduction center universitas indonesia,center disaster indonesia reduction risk universitas,Disaster Risk Reduction Center Universitas Indonesia,token_key,low,2,7,False,True,True,,
C0232,Drawaqa Marine Conservation Trust,5,delegates; delegates_raw; delegates_sanitized; emissions,Drawaqa Marine Conservation Trust,Drawaqa Marine Conservation Trust,drawaqa marine conservation trust,conservation drawaqa marine trust,Drawaqa Marine Conservation Trust,token_key,low,2,7,False,True,True,,
C0232,"Drawaqa Marine Conservation Trust, Fiji",2,delegates; delegates_raw,Drawaqa Marine Conservation Trust,Drawaqa Marine Conservation Trust,drawaqa marine conservation trust,conservation drawaqa marine trust,Drawaqa Marine Conservation Trust,token_key,low,2,7,False,True,True,,
C0266,Foreign Commonwealth Development Office,5,delegates; delegates_raw; delegates_sanitized; emissions,Foreign Commonwealth Development Office,Foreign Commonwealth Development Office,foreign commonwealth development office,commonwealth development foreign office,Foreign Commonwealth Development Office,token_key,low,2,7,False,True,True,,
C0266,"Foreign Commonwealth Development Office, Fiji",2,delegates; delegates_raw,Foreign Commonwealth Development Office,Foreign Commonwealth Development Office,foreign commonwealth development office,commonwealth development foreign office,Foreign Commonwealth Development Office,token_key,low,2,7,False,True,True,,
C0273,GIS and Spatial Ecology Lab,5,delegates; delegates_raw; delegates_sanitized; emissions,GIS and Spatial Ecology Lab,GIS and Spatial Ecology Lab,gis and spatial ecology lab,ecology gis lab spatial,GIS and Spatial Ecology Lab,token_key,low,2,7,False,True,True,,
C0273,"GIS and Spatial Ecology Lab, United States",2,delegates; delegates_raw,GIS and Spatial Ecology Lab,GIS and Spatial Ecology Lab,gis and spatial ecology lab,ecology gis lab spatial,GIS and Spatial Ecology Lab,token_key,low,2,7,False,True,True,,
C0281,Grow Reefs,5,delegates; delegates_raw; delegates_sanitized; emissions,Grow Reefs,Grow Reefs,grow reefs,grow reefs,Grow Reefs,token_key,low,2,7,False,True,True,,
C0281,"Grow Reefs, United States",2,delegates; delegates_raw,Grow Reefs,Grow Reefs,grow reefs,grow reefs,Grow Reefs,token_key,low,2,7,False,True,True,,
C0323,International Coral Reef Society,5,delegates; delegates_raw; delegates_sanitized; emissions,International Coral Reef Society,International Coral Reef Society,international coral reef society,coral international reef society,International Coral Reef Society,token_key,low,2,7,False,True,True,,
C0323,"International Coral Reef Society, United States",2,delegates; delegates_raw,International Coral Reef Society,International Coral Reef Society,international coral reef society,coral international reef society,International Coral Reef Society,token_key,low,2,7,False,True,True,,
C0334,Kanaloa,5,delegates; delegates_raw; delegates_sanitized; emissions,Kanaloa,Kanaloa,kanaloa,kanaloa,Kanaloa,token_key,low,2,7,False,True,True,,
C0334,"Kanaloa, United Kingdom",2,delegates; delegates_raw,Kanaloa,Kanaloa,kanaloa,kanaloa,Kanaloa,token_key,low,2,7,False,True,True,,
C0347,Kuleana Coral Restoration,5,delegates; delegates_raw; delegates_sanitized; emissions,Kuleana Coral Restoration,Kuleana Coral Restoration,kuleana coral restoration,coral kuleana restoration,Kuleana Coral Restoration,token_key,low,2,7,False,True,True,,
C0347,"Kuleana Coral Restoration, United States",2,delegates; delegates_raw,Kuleana Coral Restoration,Kuleana Coral Restoration,kuleana coral restoration,coral kuleana restoration,Kuleana Coral Restoration,token_key,low,2,7,False,True,True,,
C0349,Kōrero O Te 'Ōrau,5,delegates; delegates_raw; delegates_sanitized; emissions,Kōrero O Te 'Ōrau,Kōrero O Te 'Ōrau,korero o te orau,korero o orau te,Kōrero O Te 'Ōrau,token_key,low,2,7,False,True,True,,
C0349,"Kōrero O Te 'Ōrau, Cook Islands",2,delegates; delegates_raw,Kōrero O Te 'Ōrau,Kōrero O Te 'Ōrau,korero o te orau,korero o orau te,Kōrero O Te 'Ōrau,token_key,low,2,7,False,True,True,,
C0353,LMMA Network,5,delegates; delegates_raw; delegates_sanitized; emissions,LMMA Network,LMMA Network,lmma network,lmma network,LMMA Network,token_key,low,2,7,False,True,True,,
C0353,"LMMA Network, Fiji",2,delegates; delegates_raw,LMMA Network,LMMA Network,lmma network,lmma network,LMMA Network,token_key,low,2,7,False,True,True,,
C0360,Madagascar National Parks,5,delegates; delegates_raw; delegates_sanitized; emissions,Madagascar National Parks,Madagascar National Parks,madagascar national parks,madagascar national parks,Madagascar National Parks,token_key,low,2,7,False,True,True,,
C0360,"Madagascar National Parks, Madagascar",2,delegates; delegates_raw,Madagascar National Parks,Madagascar National Parks,madagascar national parks,madagascar national parks,Madagascar National Parks,token_key,low,2,7,False,True,True,,
C0364,Mana Island Resort Fiji,5,delegates; delegates_raw; delegates_sanitized; emissions,Mana Island Resort Fiji,Mana Island Resort Fiji,mana island resort fiji,fiji island mana resort,Mana Island Resort Fiji,token_key,low,2,7,False,True,True,,
C0364,"Mana Island Resort Fiji, Fiji",2,delegates; delegates_raw,Mana Island Resort Fiji,Mana Island Resort Fiji,mana island resort fiji,fiji island mana resort,Mana Island Resort Fiji,token_key,low,2,7,False,True,True,,
C0370,Marine Ecology Consulting,5,delegates; delegates_raw; delegates_sanitized; emissions,Marine Ecology Consulting,Marine Ecology Consulting,marine ecology consulting,consulting ecology marine,Marine Ecology Consulting,token_key,low,2,7,False,True,True,,
C0370,"Marine Ecology Consulting, Fiji",2,delegates; delegates_raw,Marine Ecology Consulting,Marine Ecology Consulting,marine ecology consulting,consulting ecology marine,Marine Ecology Consulting,token_key,low,2,7,False,True,True,,
C0375,Marshall Islands Conservation Society,5,delegates; delegates_raw; delegates_sanitized; emissions,Marshall Islands Conservation Society,Marshall Islands Conservation Society,marshall islands conservation society,conservation islands marshall society,Marshall Islands Conservation Society,token_key,low,2,7,False,True,True,,
C0375,"Marshall Islands Conservation Society, Marshall Islands",2,delegates; delegates_raw,Marshall Islands Conservation Society,Marshall Islands Conservation Society,marshall islands conservation society,conservation islands marshall society,Marshall Islands Conservation Society,token_key,low,2,7,False,True,True,,
C0388,"Ministry of Agriculture, Fisheries and Environment - Palau",5,delegates; delegates_raw; delegates_sanitized; emissions,"Ministry of Agriculture, Fisheries and Environment - Palau","Ministry of Agriculture, Fisheries and Environment - Palau","ministry of agriculture, fisheries and environment - palau",agriculture environment fisheries ministry palau,"Ministry of Agriculture, Fisheries and Environment - Palau",token_key,low,2,7,False,True,True,,
C0388,"Ministry of Agriculture, Fisheries and Environment - Palau, Palau",2,delegates; delegates_raw,"Ministry of Agriculture, Fisheries and Environment - Palau","Ministry of Agriculture, Fisheries and Environment - Palau","ministry of agriculture, fisheries and environment - palau",agriculture environment fisheries ministry palau,"Ministry of Agriculture, Fisheries and Environment - Palau",token_key,low,2,7,False,True,True,,
C0391,Ministry of MEIDECC,5,delegates; delegates_raw; delegates_sanitized; emissions,Ministry of MEIDECC,Ministry of MEIDECC,ministry of meidecc,meidecc ministry,Ministry of MEIDECC,token_key,low,2,7,False,True,True,,
C0391,"Ministry of MEIDECC, Tonga",2,delegates; delegates_raw,Ministry of MEIDECC,Ministry of MEIDECC,ministry of meidecc,meidecc ministry,Ministry of MEIDECC,token_key,low,2,7,False,True,True,,
C0403,National Academy of Marine Research,5,delegates; delegates_raw; delegates_sanitized; emissions,National Academy of Marine Research,National Academy of Marine Research,national academy of marine research,academy marine national research,National Academy of Marine Research,token_key,low,2,7,False,True,True,,
C0403,"National Academy of Marine Research, Taiwan",2,delegates; delegates_raw,National Academy of Marine Research,National Academy of Marine Research,national academy of marine research,academy marine national research,National Academy of Marine Research,token_key,low,2,7,False,True,True,,
C0438,Ocean Toa,5,delegates; delegates_raw; delegates_sanitized; emissions,Ocean Toa,Ocean Toa,ocean toa,ocean toa,Ocean Toa,token_key,low,2,7,False,True,True,,
C0438,"Ocean Toa, Cook Islands",2,delegates; delegates_raw,Ocean Toa,Ocean Toa,ocean toa,ocean toa,Ocean Toa,token_key,low,2,7,False,True,True,,
C0453,Paepae o Heʻeia,5,delegates; delegates_raw; delegates_sanitized; emissions,Paepae o Heʻeia,Paepae o Heʻeia,paepae o heeia,heeia o paepae,Paepae o Heʻeia,token_key,low,2,7,False,True,True,,
C0453,"Paepae o Heʻeia, United States",2,delegates; delegates_raw,Paepae o Heʻeia,Paepae o Heʻeia,paepae o heeia,heeia o paepae,Paepae o Heʻeia,token_key,low,2,7,False,True,True,,
C0454,Palau Governors Association,5,delegates; delegates_raw; delegates_sanitized; emissions,Palau Governors Association,Palau Governors Association,palau governors association,association governors palau,Palau Governors Association,token_key,low,2,7,False,True,True,,
C0454,"Palau Governors Association, Palau",2,delegates; delegates_raw,Palau Governors Association,Palau Governors Association,palau governors association,association governors palau,Palau Governors Association,token_key,low,2,7,False,True,True,,
C0466,Qubit Systems Inc.,5,delegates; delegates_raw; delegates_sanitized; emissions,Qubit Systems Inc.,Qubit Systems Inc.,qubit systems inc.,inc qubit systems,Qubit Systems Inc.,token_key,low,2,7,False,True,True,,
C0466,"Qubit Systems Inc., Canada",2,delegates; delegates_raw,Qubit Systems Inc.,Qubit Systems Inc.,qubit systems inc.,inc qubit systems,Qubit Systems Inc.,token_key,low,2,7,False,True,True,,
C0500,Sea Grant,5,delegates; delegates_raw; delegates_sanitized; emissions,Sea Grant,Sea Grant,sea grant,grant sea,Sea Grant,token_key,low,2,7,False,True,True,,
C0500,"Sea Grant, American Samoa",2,delegates; delegates_raw,Sea Grant,Sea Grant,sea grant,grant sea,Sea Grant,token_key,low,2,7,False,True,True,,
C0523,Southern Cross University & Lizard Isalnd Research Station,4,map_locations; talks,Southern Cross University & Lizard Isalnd Research Station,Southern Cross University & Lizard Isalnd Research Station,southern cross university & lizard isalnd research station,cross isalnd lizard research southern station university,Southern Cross University & Lizard Isalnd Research Station,token_key,low,2,7,False,True,True,,
C0523,Southern Cross University &  Lizard Isalnd Research Station,3,geocode_cache; speaker_profiles; speaker_profiles_cache,Southern Cross University & Lizard Isalnd Research Station,Southern Cross University & Lizard Isalnd Research Station,southern cross university & lizard isalnd research station,cross isalnd lizard research southern station university,Southern Cross University & Lizard Isalnd Research Station,token_key,low,2,7,False,True,True,,
C0524,Southern Environmental Association,5,delegates; delegates_raw; delegates_sanitized; emissions,Southern Environmental Association,Southern Environmental Association,southern environmental association,association environmental southern,Southern Environmental Association,token_key,low,2,7,False,True,True,,
C0524,"Southern Environmental Association, Belize",2,delegates; delegates_raw,Southern Environmental Association,Southern Environmental Association,southern environmental association,association environmental southern,Southern Environmental Association,token_key,low,2,7,False,True,True,,
C0540,Taupulega Fakaofo,5,delegates; delegates_raw; delegates_sanitized; emissions,Taupulega Fakaofo,Taupulega Fakaofo,taupulega fakaofo,fakaofo taupulega,Taupulega Fakaofo,token_key,low,2,7,False,True,True,,
C0540,"Taupulega Fakaofo, Tokelau",2,delegates; delegates_raw,Taupulega Fakaofo,Taupulega Fakaofo,taupulega fakaofo,fakaofo taupulega,Taupulega Fakaofo,token_key,low,2,7,False,True,True,,
C0543,TerraCarbon LLC,5,delegates; delegates_raw; delegates_sanitized; emissions,TerraCarbon LLC,TerraCarbon LLC,terracarbon llc,llc terracarbon,TerraCarbon LLC,token_key,low,2,7,False,True,True,,
C0543,"TerraCarbon LLC, United States",2,delegates; delegates_raw,TerraCarbon LLC,TerraCarbon LLC,terracarbon llc,llc terracarbon,TerraCarbon LLC,token_key,low,2,7,False,True,True,,
C0549,The Nature Conservancy - Reef Resilience Network,5,delegates; delegates_raw; delegates_sanitized; emissions,The Nature Conservancy - Reef Resilience Network,The Nature Conservancy - Reef Resilience Network,the nature conservancy - reef resilience network,conservancy nature network reef resilience,The Nature Conservancy - Reef Resilience Network,token_key,low,2,7,False,True,True,,
C0549,"The Nature Conservancy - Reef Resilience Network, United States",2,delegates; delegates_raw,The Nature Conservancy - Reef Resilience Network,The Nature Conservancy - Reef Resilience Network,the nature conservancy - reef resilience network,conservancy nature network reef resilience,The Nature Conservancy - Reef Resilience Network,token_key,low,2,7,False,True,True,,
C0551,"Tokelau Ministry of Climate, Ocean and Resilience",5,delegates; delegates_raw; delegates_sanitized; emissions,"Tokelau Ministry of Climate, Ocean and Resilience","Tokelau Ministry of Climate, Ocean and Resilience","tokelau ministry of climate, ocean and resilience",climate ministry ocean resilience tokelau,"Tokelau Ministry of Climate, Ocean and Resilience",token_key,low,2,7,False,True,True,,
C0551,"Tokelau Ministry of Climate, Ocean and Resilience, Tokelau",2,delegates; delegates_raw,"Tokelau Ministry of Climate, Ocean and Resilience","Tokelau Ministry of Climate, Ocean and Resilience","tokelau ministry of climate, ocean and resilience",climate ministry ocean resilience tokelau,"Tokelau Ministry of Climate, Ocean and Resilience",token_key,low,2,7,False,True,True,,
C0556,Tubbataha Reefs Natural Park and World Heritage Site,5,delegates; delegates_raw; delegates_sanitized; emissions,Tubbataha Reefs Natural Park and World Heritage Site,Tubbataha Reefs Natural Park and World Heritage Site,tubbataha reefs natural park and world heritage site,heritage natural park reefs site tubbataha world,Tubbataha Reefs Natural Park and World Heritage Site,token_key,low,2,7,False,True,True,,
C0556,"Tubbataha Reefs Natural Park and World Heritage Site, Philippines",2,delegates; delegates_raw,Tubbataha Reefs Natural Park and World Heritage Site,Tubbataha Reefs Natural Park and World Heritage Site,tubbataha reefs natural park and world heritage site,heritage natural park reefs site tubbataha world,Tubbataha Reefs Natural Park and World Heritage Site,token_key,low,2,7,False,True,True,,
C0578,Universitas Indonesia,5,delegates; delegates_raw; delegates_sanitized; emissions,Universitas Indonesia,Universitas Indonesia,universitas indonesia,indonesia universitas,Universitas Indonesia,token_key,low,2,7,False,True,True,,
C0578,"Universitas Indonesia, Indonesia",2,delegates; delegates_raw,Universitas Indonesia,Universitas Indonesia,universitas indonesia,indonesia universitas,Universitas Indonesia,token_key,low,2,7,False,True,True,,
C0663,University of Wellington,4,delegates; delegates_raw; delegates_sanitized; geocode_overrides,Victoria University of Wellington,Victoria University of Wellington,university of wellington,university wellington,Victoria University of Wellington,token_key,low,2,7,False,True,True,,
C0663,"University of Wellington, New Zealand",3,delegates; delegates_raw; geocode_cache,Victoria University of Wellington,Victoria University of Wellington,university of wellington,university wellington,Victoria University of Wellington,token_key,low,2,7,False,True,True,,
C0673,Waseda University,5,delegates; delegates_raw; delegates_sanitized; emissions,Waseda University,Waseda University,waseda university,university waseda,Waseda University,token_key,low,2,7,False,True,True,,
C0673,"Waseda University, Japan",2,delegates; delegates_raw,Waseda University,Waseda University,waseda university,university waseda,Waseda University,token_key,low,2,7,False,True,True,,
C0677,Wholome,5,delegates; delegates_raw; delegates_sanitized; emissions,Wholome,Wholome,wholome,wholome,Wholome,token_key,low,2,7,False,True,True,,
C0677,"Wholome, United States",2,delegates; delegates_raw,Wholome,Wholome,wholome,wholome,Wholome,token_key,low,2,7,False,True,True,,
C0689,World Wildlife Fund,4,delegates; delegates_raw; delegates_sanitized; geocode_overrides,World Wildlife Fund,World Wildlife Fund,world wildlife fund,fund wildlife world,World Wildlife Fund,token_key,high,2,7,True,True,True,,
C0689,"World Wildlife Fund, Australia",3,delegates; delegates_raw; geocode_cache,World Wildlife Fund - Australia,World Wildlife Fund - Australia,world wildlife fund,fund wildlife world,World Wildlife Fund,token_key,high,2,7,True,True,True,,
C0694,Yayasan Almanustra,5,delegates; delegates_raw; delegates_sanitized; emissions,Yayasan Almanustra,Yayasan Almanustra,yayasan almanustra,almanustra yayasan,Yayasan Almanustra,token_key,low,2,7,False,True,True,,
C0694,"Yayasan Almanustra, Indonesia",2,delegates; delegates_raw,Yayasan Almanustra,Yayasan Almanustra,yayasan almanustra,almanustra yayasan,Yayasan Almanustra,token_key,low,2,7,False,True,True,,
C0073,Institut de Recherche pour le Développement/Université,3,delegates; delegates_raw; delegates_sanitized,Institut de Recherche pour le Développement/Université,Institut de Recherche pour le Développement/Université,institut de recherche pour le developpement/universite,de developpement institut le pour recherche universite,Institut de Recherche pour le Développement/Université,token_key,high,3,6,True,True,True,,
C0073,"Institut de Recherche pour le Développement/Université, France",2,delegates; delegates_raw,Institut de Recherche pour le Développement/Université,Institut de Recherche pour le Développement/Université,institut de recherche pour le developpement/universite,de developpement institut le pour recherche universite,Institut de Recherche pour le Développement/Université,token_key,high,3,6,True,True,True,,
C0073,Institut de Recherche pour le Developpement/Universite,1,map_locations,Institut de Recherche pour le Developpement/Universite,Institut de Recherche pour le Developpement/Universite,institut de recherche pour le developpement/universite,de developpement institut le pour recherche universite,Institut de Recherche pour le Développement/Université,token_key,high,3,6,True,True,True,,
C0080,KIOST (korea Institute Of Ocean Science & Technology),3,delegates; delegates_raw; delegates_sanitized,KIOST (korea Institute Of Ocean Science & Technology),KIOST (korea Institute Of Ocean Science & Technology),kiost (korea institute of ocean science & technology),institute kiost korea ocean science technology,KIOST (korea Institute of Ocean Science & Technology),token_key,low,3,6,True,True,True,,
C0080,"KIOST (korea Institute Of Ocean Science & Technology), South Korea",2,delegates; delegates_raw,KIOST (korea Institute Of Ocean Science & Technology),KIOST (korea Institute Of Ocean Science & Technology),kiost (korea institute of ocean science & technology),institute kiost korea ocean science technology,KIOST (korea Institute of Ocean Science & Technology),token_key,low,3,6,True,True,True,,
C0080,KIOST (korea Institute of Ocean Science & Technology),1,map_locations,KIOST (korea Institute of Ocean Science & Technology),KIOST (korea Institute of Ocean Science & Technology),kiost (korea institute of ocean science & technology),institute kiost korea ocean science technology,KIOST (korea Institute of Ocean Science & Technology),token_key,low,3,6,True,True,True,,
C0086,Marine and Environmental Research Institute Of Pohnpei,3,delegates; delegates_raw; delegates_sanitized,Marine and Environmental Research Institute Of Pohnpei,Marine and Environmental Research Institute Of Pohnpei,marine and environmental research institute of pohnpei,environmental institute marine pohnpei research,Marine and Environmental Research Institute of Pohnpei,token_key,low,3,6,True,True,True,,
C0086,"Marine and Environmental Research Institute Of Pohnpei, Micronesia, Federated States of",2,delegates; delegates_raw,Marine and Environmental Research Institute Of Pohnpei,Marine and Environmental Research Institute Of Pohnpei,marine and environmental research institute of pohnpei,environmental institute marine pohnpei research,Marine and Environmental Research Institute of Pohnpei,token_key,low,3,6,True,True,True,,
C0086,Marine and Environmental Research Institute of Pohnpei,1,map_locations,Marine and Environmental Research Institute of Pohnpei,Marine and Environmental Research Institute of Pohnpei,marine and environmental research institute of pohnpei,environmental institute marine pohnpei research,Marine and Environmental Research Institute of Pohnpei,token_key,low,3,6,True,True,True,,
C0089,"Maritime and Marine Science Centre of Excellence,",3,delegates; delegates_raw; delegates_sanitized,Maritime and Marine Science Centre of Excellence,Maritime and Marine Science Centre of Excellence,maritime and marine science centre of excellence,centre excellence marine maritime science,Maritime and Marine Science Centre of Excellence,token_key,low,3,6,False,True,True,,
C0089,"Maritime and Marine Science Centre of Excellence,, Indonesia",2,delegates; delegates_raw,Maritime and Marine Science Centre of Excellence,Maritime and Marine Science Centre of Excellence,maritime and marine science centre of excellence,centre excellence marine maritime science,Maritime and Marine Science Centre of Excellence,token_key,low,3,6,False,True,True,,
C0089,Maritime and Marine Science Centre of Excellence,1,map_locations,Maritime and Marine Science Centre of Excellence,Maritime and Marine Science Centre of Excellence,maritime and marine science centre of excellence,centre excellence marine maritime science,Maritime and Marine Science Centre of Excellence,token_key,low,3,6,False,True,True,,
C0141,"Aquatic Resources Research Institute, Chualalongkorn",4,delegates; delegates_raw; delegates_sanitized; map_locations,"Aquatic Resources Research Institute, Chualalongkorn","Aquatic Resources Research Institute, Chualalongkorn","aquatic resources research institute, chualalongkorn",aquatic chualalongkorn institute research resources,"Aquatic Resources Research Institute, Chualalongkorn",token_key,low,2,6,False,True,True,,
C0141,"Aquatic Resources Research Institute, Chualalongkorn, Thailand",2,delegates; delegates_raw,"Aquatic Resources Research Institute, Chualalongkorn","Aquatic Resources Research Institute, Chualalongkorn","aquatic resources research institute, chualalongkorn",aquatic chualalongkorn institute research resources,"Aquatic Resources Research Institute, Chualalongkorn",token_key,low,2,6,False,True,True,,
C0145,Australian Museum,4,delegates; delegates_raw; delegates_sanitized; map_locations,Australian Museum,Australian Museum,australian museum,australian museum,Australian Museum,token_key,low,2,6,False,True,True,,
C0145,"Australian Museum, Australia",2,delegates; delegates_raw,Australian Museum,Australian Museum,australian museum,australian museum,Australian Museum,token_key,low,2,6,False,True,True,,
