affiliation_key,affiliation_variant,group_key,source
icrs-a-00406,"New York University - Abu Dhabi, United Arab Emirates",new york university - abu dhabi|united arab emirates,delegate_list|geocode_csv|programme
icrs-a-00407,"Newcastle University, Germany",newcastle university|germany,geocode_csv
icrs-a-00408,"Newcastle University, United Kingdom",newcastle university|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00409,"Nortek Instruments Australia Pty Ltd, Australia",nortek instruments australia pty ltd|australia,delegate_list|geocode_csv
icrs-a-00410,"North Carolina State University, El Salvador",north carolina state university|el salvador,geocode_csv
icrs-a-00411,"North Carolina State University, United States",north carolina state university|united states,delegate_list|geocode_csv|programme
icrs-a-00412,"Northeastern University Marine Science Center, United States",northeastern university marine science center|united states,delegate_list|geocode_csv|programme
icrs-a-00413,"Northeastern University, United States",northeastern university|united states,delegate_list|geocode_csv|programme
icrs-a-00414,"Northwestern University - Marcelino Lab, United States",northwestern university - marcelino lab|united states,delegate_list|geocode_csv|programme
icrs-a-00415,"Northwestern University, United States",northwestern university|united states,delegate_list|geocode_csv|programme
icrs-a-00416,Nova Southeastern University,nova southeastern university|united states,display_alias
icrs-a-00416,"Nova Southeastern University, United States",nova southeastern university|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00417,Nā Kai ʻEwalu,nā kai ʻewalu|united states,display_alias
icrs-a-00417,"Nā Kai ʻEwalu, United States",nā kai ʻewalu|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00418,Observatoire Océanologique De Banyuls-sur-mer,observatoire océanologique de banyuls-sur-mer|,programme
icrs-a-00419,"Ocean Futures Group, Australia",ocean futures group|australia,delegate_list|geocode_csv
icrs-a-00420,"Ocean Gardener, Indonesia",ocean gardener|indonesia,delegate_list|geocode_csv
icrs-a-00421,"Ocean Rescue Alliance International, United States",ocean rescue alliance international|united states,delegate_list|geocode_csv|programme
icrs-a-00422,"Ocean Toa, Cook Islands",ocean toa|cook islands,delegate_list|geocode_csv
icrs-a-00423,"Ocean University of Sri Lanka, Sri Lanka",ocean university of sri lanka|sri lanka,delegate_list|geocode_csv|programme
icrs-a-00424,"Oceanis International, Australia",oceanis international|australia,delegate_list|geocode_csv
icrs-a-00425,"Oceanographic Institute, Brazil",oceanographic institute|brazil,delegate_list|geocode_csv|programme
icrs-a-00426,"Ochanomizu University, Japan",ochanomizu university|japan,delegate_list|geocode_csv|programme
icrs-a-00427,"Ohio State University, United States",ohio state university|united states,delegate_list|geocode_csv|programme
icrs-a-00428,"Okinawa Institute of Science and Technology, Japan",okinawa institute of science and technology|japan,delegate_list|geocode_csv|programme
icrs-a-00429,"Old Dominion University, United States",old dominion university|united states,delegate_list|geocode_csv|programme
icrs-a-00430,"Olohana Foundation, United States",olohana foundation|united states,delegate_list|geocode_csv
icrs-a-00431,"One People One Reef, United States",one people one reef|united states,delegate_list|geocode_csv|programme
icrs-a-00432,"OneReef Worldwide Stewardship, United States",onereef worldwide stewardship|united states,delegate_list|geocode_csv|programme
icrs-a-00433,"Oregon State University, United States",oregon state university|united states,delegate_list|geocode_csv|programme
icrs-a-00434,"Oswaldo Cruz Foundation, Brazil",oswaldo cruz foundation|brazil,delegate_list|geocode_csv|programme
icrs-a-00435,Pacific Blue Foundation & Scripps Inst. of Oceanography,pacific blue foundation & scripps inst. of oceanography|,programme
icrs-a-00436,"Pacific Blue Foundation, Fiji",pacific blue foundation|fiji,geocode_csv
icrs-a-00437,"Pacific Blue Foundation, United States",pacific blue foundation|united states,delegate_list|geocode_csv
icrs-a-00438,"Pacific Community, New Caledonia",pacific community|new caledonia,delegate_list|geocode_csv|programme
icrs-a-00439,Pacific Islands Fisheries Science Center,pacific islands fisheries science center|,programme
icrs-a-00440,Paepae o Heʻeia,paepae o heʻeia|united states,display_alias
icrs-a-00440,"Paepae o Heʻeia, United States",paepae o heʻeia|united states,delegate_list|display_alias|geocode_csv
icrs-a-00441,"Palau Governors Association, Palau",palau governors association|palau,delegate_list|geocode_csv
icrs-a-00442,Palau International Coral Reef Center,palau international coral reef center|palau,display_alias
icrs-a-00442,"Palau International Coral Reef Center, Palau",palau international coral reef center|palau,delegate_list|display_alias|geocode_csv|programme
icrs-a-00443,"Pauahi Bishop Museum, United States",pauahi bishop museum|united states,delegate_list|geocode_csv|programme
icrs-a-00444,"Pelita Bangsa University, Indonesia",pelita bangsa university|indonesia,delegate_list|geocode_csv|programme
icrs-a-00445,Pennsylvania State University,pennsylvania state university|united states,display_alias
icrs-a-00445,"Pennsylvania State University, United States",pennsylvania state university|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00446,"Perry Institute for Marine Science, Colombia",perry institute for marine science|colombia,delegate_list|geocode_csv|programme
icrs-a-00447,"Perry Institute for Marine Science, United States",perry institute for marine science|united states,delegate_list|geocode_csv|programme
icrs-a-00448,"Pondicherry University, India",pondicherry university|india,delegate_list|geocode_csv|programme
icrs-a-00449,Posgrado en Ciencias del Mar y Limnología,posgrado en ciencias del mar y limnología|mexico,display_alias
icrs-a-00449,"Posgrado en Ciencias del Mar y Limnología, Mexico",posgrado en ciencias del mar y limnología|mexico,delegate_list|display_alias|geocode_csv|programme
icrs-a-00450,"Positive Ripple Consulting, France",positive ripple consulting|france,delegate_list|geocode_csv|programme
icrs-a-00451,"Princeton University, United States",princeton university|united states,delegate_list|geocode_csv|programme
icrs-a-00452,"Projeto Costão Rochoso, Brazil",projeto costão rochoso|brazil,delegate_list|geocode_csv|programme
icrs-a-00453,"PT Pupuk Kalimantan Timur, Indonesia",pt pupuk kalimantan timur|indonesia,delegate_list|geocode_csv|programme
icrs-a-00454,"Puerto Rico Department of Natural and Environmental, Puerto Rico",puerto rico department of natural and environmental|puerto rico,delegate_list|geocode_csv|programme
icrs-a-00455,"Puipikak Malu Indigenous Corporation, Australia",puipikak malu indigenous corporation|australia,delegate_list|geocode_csv
icrs-a-00456,"Qatar University, Qatar",qatar university|qatar,delegate_list|geocode_csv|programme
icrs-a-00457,"Qubit Systems Inc., Canada",qubit systems inc.|canada,delegate_list|geocode_csv
icrs-a-00458,"Queensland Museum, Australia",queensland museum|australia,delegate_list|geocode_csv|programme
icrs-a-00459,Queensland University of Technology,queensland university of technology|australia,display_alias
icrs-a-00459,"Queensland University of Technology, Australia",queensland university of technology|australia,delegate_list|display_alias|geocode_csv|programme
icrs-a-00460,"Raising Coral Costa Rica, Costa Rica",raising coral costa rica|costa rica,delegate_list|geocode_csv|programme
icrs-a-00461,Ramkhamhaeng University,ramkhamhaeng university|thailand,display_alias
icrs-a-00461,"Ramkhamhaeng University, Thailand",ramkhamhaeng university|thailand,delegate_list|display_alias|geocode_csv|programme
icrs-a-00462,"Randolph-Macon College, United States",randolph-macon college|united states,delegate_list|geocode_csv|programme
icrs-a-00463,"Rare - Indonesia, Indonesia",rare - indonesia|indonesia,delegate_list|geocode_csv|programme
icrs-a-00464,"Rare, Australia",rare|australia,delegate_list|geocode_csv
icrs-a-00465,"Rebuilding with Nature, Japan",rebuilding with nature|japan,delegate_list|geocode_csv|programme
icrs-a-00466,"Red Sea Global, Saudi Arabia",red sea global|saudi arabia,delegate_list|geocode_csv|programme
icrs-a-00467,"Reef and Rainforest Research Centre, Australia",reef and rainforest research centre|australia,delegate_list|geocode_csv|programme
icrs-a-00468,"Reef Check Indonesia, Indonesia",reef check indonesia|indonesia,delegate_list|geocode_csv|programme
icrs-a-00469,"Reef Conservation, Mauritius",reef conservation|mauritius,delegate_list|geocode_csv|programme
icrs-a-00470,"Reef Explorer - Fiji, Fiji",reef explorer - fiji|fiji,delegate_list|geocode_csv|programme
icrs-a-00471,Reef Renewal Foundation,reef renewal foundation - curacao|curacao,display_alias
icrs-a-00471,"Reef Renewal Foundation - Curacao, Curacao",reef renewal foundation - curacao|curacao,display_alias
icrs-a-00472,Reef Renewal Foundation,reef renewal foundation - curacao|curaçao,display_alias
icrs-a-00472,"Reef Renewal Foundation - Curacao, Curaçao",reef renewal foundation - curacao|curaçao,delegate_list|display_alias|geocode_csv
icrs-a-00473,"Reef Song, Australia",reef song|australia,delegate_list|geocode_csv
icrs-a-00474,"Reef Support, Colombia",reef support|colombia,delegate_list|geocode_csv|programme
icrs-a-00475,"Rekam Nusantara Foundation, Indonesia",rekam nusantara foundation|indonesia,delegate_list|geocode_csv|programme
icrs-a-00476,"Research Center for Biota System, Indonesia",research center for biota system|indonesia,delegate_list|geocode_csv|programme
icrs-a-00477,"Resiliensea Immersive, United States",resiliensea immersive|united states,delegate_list|geocode_csv|programme
icrs-a-00478,"Resource and Ecosystem Management, United States",resource and ecosystem management|united states,geocode_csv
icrs-a-00479,"Rethinking, Rebuilding, Regenerating Coral Reefs, Philippines","rethinking, rebuilding, regenerating coral reefs|philippines",delegate_list|geocode_csv|programme
icrs-a-00480,"Reva Atea, French Polynesia",reva atea|french polynesia,delegate_list|geocode_csv|programme
icrs-a-00481,"Rockefeller University, United States",rockefeller university|united states,delegate_list|geocode_csv
icrs-a-00482,"Rosenstiel School of Marine, Atmospheric and Earth, United States","rosenstiel school of marine, atmospheric and earth|united states",delegate_list|geocode_csv
icrs-a-00483,"Rosenstiel School of Marine, Atmospheric and Earth Science","rosenstiel school of marine, atmospheric, and earth|united states",programme
icrs-a-00483,"Rosenstiel School of Marine, Atmospheric and Earth Science, United States","rosenstiel school of marine, atmospheric, and earth|united states",display_alias
icrs-a-00483,"Rosenstiel School of Marine, Atmospheric, and Earth, United States","rosenstiel school of marine, atmospheric, and earth|united states",delegate_list|display_alias|geocode_csv|programme
icrs-a-00484,"Royal Netherlands Institute for Sea Research, Netherlands",royal netherlands institute for sea research|netherlands,delegate_list|geocode_csv|programme
icrs-a-00485,RPI under contract to NOAA National Ocean Service,rpi under contract to noaa national ocean service|,programme
icrs-a-00486,"Ruhr University - Bochum, Germany",ruhr university - bochum|germany,delegate_list|geocode_csv|programme
icrs-a-00487,"Ruhuna University, Sri Lanka",ruhuna university|sri lanka,delegate_list|geocode_csv|programme
icrs-a-00488,"Saba Conservation Foundation, Netherlands",saba conservation foundation|netherlands,delegate_list|geocode_csv
icrs-a-00489,"Sail for Reefs, Puerto Rico",sail for reefs|puerto rico,delegate_list|geocode_csv|programme
icrs-a-00490,"San Diego State University, United States",san diego state university|united states,delegate_list|geocode_csv|programme
icrs-a-00491,"Saudi Aramco, Saudi Arabia",saudi aramco|saudi arabia,delegate_list|geocode_csv|programme
icrs-a-00492,Scripps Institution of Oceanography,scripps institution of oceanography|united states,display_alias
icrs-a-00492,"Scripps Institution of Oceanography, United States",scripps institution of oceanography|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00493,"Sea Education Association, United States",sea education association|united states,delegate_list|geocode_csv|programme
icrs-a-00494,"Sea Grant, American Samoa",sea grant|american samoa,delegate_list|geocode_csv
icrs-a-00495,"Sea Ventures Marine Response Unit, Puerto Rico",sea ventures marine response unit|puerto rico,delegate_list|geocode_csv|programme
icrs-a-00496,"Sea Women of Melanesia Inc, Papua New Guinea",sea women of melanesia inc|papua new guinea,delegate_list|geocode_csv|programme
icrs-a-00497,"Seatrees, United States",seatrees|united states,delegate_list|geocode_csv|programme
icrs-a-00498,"SECORE International, Mauritius",secore international|mauritius,delegate_list|geocode_csv|programme
icrs-a-00499,"SECORE International, Mexico",secore international|mexico,delegate_list|geocode_csv|programme
icrs-a-00500,"SECORE International, United States",secore international|united states,delegate_list|geocode_csv|programme
icrs-a-00501,"Secretariat of the Pacific Regional Environment, Samoa",secretariat of the pacific regional environment|samoa,delegate_list|geocode_csv
icrs-a-00502,"Senckenberg Nature Museum - Frankfurt, Germany",senckenberg nature museum - frankfurt|germany,delegate_list|geocode_csv|programme
icrs-a-00503,Senckenberg Research Institute,senckenberg research institute|,programme
icrs-a-00504,"Seokyeong University, South Korea",seokyeong university|south korea,delegate_list|geocode_csv
icrs-a-00505,"Settide, LLC","settide, llc|united states",geocode_csv
icrs-a-00505,"Settide, LLC, United States","settide, llc|united states",delegate_list|geocode_csv|programme
icrs-a-00506,"Seychelles Islands Foundation, Seychelles",seychelles islands foundation|seychelles,delegate_list|geocode_csv|programme
icrs-a-00507,Shahid Beheshti University Of Tehran,shahid beheshti university of tehran|,programme
icrs-a-00508,"Shantou University, China",shantou university|china,delegate_list|geocode_csv|programme
icrs-a-00509,"Shenzhen MSU-BIT University, China",shenzhen msu-bit university|china,delegate_list|geocode_csv|programme
icrs-a-00510,"Shoals Rodrigues, Mauritius",shoals rodrigues|mauritius,delegate_list|geocode_csv|programme
icrs-a-00511,"Silliiman University, Philippines",silliiman university|philippines,delegate_list|geocode_csv|programme
icrs-a-00512,Silliman University,silliman university|philippines,display_alias
icrs-a-00512,"Silliman University, Philippines",silliman university|philippines,delegate_list|display_alias|geocode_csv|programme
icrs-a-00513,"Smithsonian Environmental Research Center, United States",smithsonian environmental research center|united states,delegate_list|geocode_csv|programme
icrs-a-00514,"Smithsonian Institution, United States",smithsonian institution|united states,delegate_list|geocode_csv|programme
icrs-a-00515,"Smithsonian Marine Station, United States",smithsonian marine station|united states,delegate_list|geocode_csv|programme
icrs-a-00516,"Smithsonian Tropical Research Center, Panama",smithsonian tropical research center|panama,delegate_list|geocode_csv|programme
icrs-a-00517,"Smithsonian Tropical Research Institute - Panama, Panama",smithsonian tropical research institute - panama|panama,delegate_list|geocode_csv|programme
icrs-a-00518,"Smithsonian Tropical Research Institute, Finland",smithsonian tropical research institute|finland,delegate_list|geocode_csv|programme
icrs-a-00519,"Smithsonian Tropical Research Institute, Panama",smithsonian tropical research institute|panama,delegate_list|geocode_csv|programme
icrs-a-00520,"Smithsonian Tropical Research Institute, United States",smithsonian tropical research institute|united states,delegate_list|geocode_csv|programme
icrs-a-00521,"Soneva Conservation and Sustainability Maldives, Maldives",soneva conservation and sustainability maldives|maldives,delegate_list|geocode_csv|programme
icrs-a-00522,South China Sea Institute of Oceanology,south china sea institute of oceanology|china,display_alias
icrs-a-00522,"South China Sea Institute of Oceanology, China",south china sea institute of oceanology|china,delegate_list|display_alias|geocode_csv|programme
icrs-a-00523,"Southeast Fisheries Science Center, United States",southeast fisheries science center|united states,delegate_list|geocode_csv|programme
icrs-a-00524,"Southern Cross University, Australia",southern cross university|australia,delegate_list|geocode_csv|programme
icrs-a-00525,"Southern Cross University, Maldives",southern cross university|maldives,delegate_list|geocode_csv|programme
icrs-a-00526,"Southern Cross University, New Caledonia",southern cross university|new caledonia,delegate_list|geocode_csv|programme
icrs-a-00527,"Southern Cross University, Philippines",southern cross university|philippines,delegate_list|geocode_csv
icrs-a-00528,"Southern Environmental Association, Belize",southern environmental association|belize,delegate_list|geocode_csv
icrs-a-00529,Southern Marine Science and Engineering Guangdong Laboratory,southern marine science and engineering guangdong laboratory|,programme
icrs-a-00530,"Southern University of Science and Technology, China",southern university of science and technology|china,delegate_list|geocode_csv
icrs-a-00531,"Spanish National Research Council, Spain",spanish national research council|spain,delegate_list|geocode_csv|programme
icrs-a-00532,Stanford University,stanford university|united states,display_alias
icrs-a-00532,"Stanford University, United States",stanford university|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00533,"Stantec GS, United States",stantec gs|united states,delegate_list|geocode_csv|programme
icrs-a-00534,State of Hawai'i,state of hawaiʻi|united states,display_alias
icrs-a-00534,"State of Hawai'i, United States",state of hawaiʻi|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00534,State of Hawaiʻi,state of hawaiʻi|united states,display_alias
icrs-a-00534,"State of Hawaiʻi, United States",state of hawaiʻi|united states,delegate_list|display_alias|geocode_csv
icrs-a-00535,"State University of New York, United States",state university of new york|united states,delegate_list|geocode_csv|programme
icrs-a-00536,"Stazione Zoologica Anton Dohrn, Italy",stazione zoologica anton dohrn|italy,delegate_list|geocode_csv|programme
icrs-a-00537,"Stony Brook University, United States",stony brook university|united states,delegate_list|geocode_csv|programme
icrs-a-00538,"Suganthi Devadason Marine Research Institute, India",suganthi devadason marine research institute|india,delegate_list|geocode_csv|programme
icrs-a-00539,"Sultan Qaboos University, Oman",sultan qaboos university|oman,delegate_list|geocode_csv|programme
icrs-a-00540,"Sulubaai Environmental Foundation, Philippines",sulubaai environmental foundation|philippines,delegate_list|geocode_csv|programme
icrs-a-00541,"Sustainable Environment and Livelihood Solutions, Tuvalu",sustainable environment and livelihood solutions|tuvalu,delegate_list|geocode_csv|programme
icrs-a-00542,"Swedish University of Agricultural Sciences, Sweden",swedish university of agricultural sciences|sweden,delegate_list|geocode_csv|programme
icrs-a-00543,"Talanoa Consulting Fiji, Fiji",talanoa consulting fiji|fiji,delegate_list|geocode_csv|programme
icrs-a-00544,"Talanoa Consulting, Fiji",talanoa consulting|fiji,delegate_list|geocode_csv|programme
icrs-a-00545,Tamil Nadu Coastal Restoration Mission,tamil nadu coastal restoration mission|,programme
icrs-a-00546,"Tanzania Marine Parks and Reserves Unit, Tanzania, United Republic of","tanzania marine parks and reserves unit|tanzania, united republic of",delegate_list|geocode_csv|programme
icrs-a-00547,"Taupulega Fakaofo, Tokelau",taupulega fakaofo|tokelau,delegate_list|geocode_csv
icrs-a-00548,"Technical University of Denmark, Denmark",technical university of denmark|denmark,delegate_list|geocode_csv|programme
icrs-a-00549,Technion,technion|,programme
icrs-a-00550,Tel Aviv University,tel aviv university|israel,display_alias
icrs-a-00550,"Tel Aviv University, Israel",tel aviv university|israel,delegate_list|display_alias|geocode_csv|programme
icrs-a-00551,"TerraCarbon LLC, United States",terracarbon llc|united states,delegate_list|geocode_csv
icrs-a-00552,"Tetra Tech Coffey, New Zealand",tetra tech coffey|new zealand,delegate_list|geocode_csv
icrs-a-00553,Texas A&M University - Corpus Christi,texas a&m university - corpus christi|,programme
icrs-a-00554,"Texas A&M University - Corpus Christi, United States",texas a&m university - corpus christi|united states,geocode_csv
icrs-a-00555,"Texas A&M University - Galveston, United States",texas a&m university - galveston|united states,delegate_list|geocode_csv|programme
icrs-a-00556,"Texas A&M University, United States",texas a&m university|united states,delegate_list|geocode_csv|programme
icrs-a-00557,"Texas State University, United States",texas state university|united states,delegate_list|geocode_csv|programme
icrs-a-00558,The Florida Aquarium,the florida aquarium|united states,display_alias
icrs-a-00558,"The Florida Aquarium, United States",the florida aquarium|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00558,the Florida Aquarium,the florida aquarium|united states,display_alias
icrs-a-00559,"The International Seakeepers Society, New Zealand",the international seakeepers society|new zealand,delegate_list|geocode_csv|programme
icrs-a-00560,"The Nature Conservancy - Jamaica, Jamaica",the nature conservancy - jamaica|jamaica,delegate_list|geocode_csv|programme
icrs-a-00561,"The Nature Conservancy - Micronesia & Polynesia, Palau",the nature conservancy - micronesia & polynesia|palau,delegate_list|geocode_csv|programme
icrs-a-00562,The Nature Conservancy - Reef Resilience Network,the nature conservancy - reef resilience network|united states,display_alias
icrs-a-00562,"The Nature Conservancy - Reef Resilience Network, United States",the nature conservancy - reef resilience network|united states,delegate_list|display_alias|geocode_csv
icrs-a-00562,the Nature Conservancy - Reef Resilience Network,the nature conservancy - reef resilience network|united states,display_alias
icrs-a-00563,"The Nature Conservancy, Guam",the nature conservancy|guam,delegate_list|geocode_csv|programme
icrs-a-00564,"The Nature Conservancy, Jamaica",the nature conservancy|jamaica,delegate_list|geocode_csv
icrs-a-00565,"The Nature Conservancy, Mexico",the nature conservancy|mexico,delegate_list|geocode_csv|programme
icrs-a-00566,"The Nature Conservancy, Micronesia, Federated States of","the nature conservancy|micronesia, federated states of",delegate_list|geocode_csv
icrs-a-00567,"The Nature Conservancy, Papua New Guinea",the nature conservancy|papua new guinea,delegate_list|geocode_csv
icrs-a-00568,"The Nature Conservancy, United States",the nature conservancy|united states,delegate_list|geocode_csv|programme
icrs-a-00569,"The Nature Conservancy, United States Virgin Islands",the nature conservancy|united states virgin islands,delegate_list|geocode_csv|programme
icrs-a-00570,"The Nature Conservancy, Venezuela, Bolivarian Republic of","the nature conservancy|venezuela, bolivarian republic of",delegate_list|geocode_csv|programme
icrs-a-00571,"The Two Frontiers Project, United States",the two frontiers project|united states,delegate_list|geocode_csv|programme
icrs-a-00572,"Tohoku University, Japan",tohoku university|japan,delegate_list|geocode_csv|programme
icrs-a-00573,"Tokelau Ministry of Climate, Ocean and Resilience, Tokelau","tokelau ministry of climate, ocean and resilience|tokelau",delegate_list|geocode_csv
icrs-a-00574,"Tokyo Metroplolitan University, Japan",tokyo metroplolitan university|japan,delegate_list|geocode_csv|programme
icrs-a-00575,"Tokyo Metropolitan University, Japan",tokyo metropolitan university|japan,delegate_list|geocode_csv|programme
icrs-a-00576,"Tonga Ministry of Fisheries, Tonga",tonga ministry of fisheries|tonga,delegate_list|geocode_csv
icrs-a-00577,"Transformations Community, United States",transformations community|united states,delegate_list|geocode_csv|programme
icrs-a-00578,Trent University,trent university|,programme
icrs-a-00579,"Tubbataha Reefs Natural Park and World Heritage Site, Philippines",tubbataha reefs natural park and world heritage site|philippines,delegate_list|geocode_csv
icrs-a-00580,"Tulane University, United States",tulane university|united states,delegate_list|geocode_csv|programme
icrs-a-00581,"Turks and Caicos Reef Foundation, United States",turks and caicos reef foundation|united states,delegate_list|geocode_csv|programme
icrs-a-00582,"Turks and Caicos Reef Fund, United Kingdom",turks and caicos reef fund|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00583,"Tuvalu Meteorological Service, Tuvalu",tuvalu meteorological service|tuvalu,delegate_list|geocode_csv|programme
icrs-a-00584,"UCLouvain, Belgium",uclouvain|belgium,delegate_list|geocode_csv|programme
icrs-a-00585,UCSD,ucsd|,programme
icrs-a-00586,Umeå Univeristy,umeå university|sweden,display_alias
icrs-a-00586,"Umeå Univeristy, Sweden",umeå university|sweden,delegate_list|display_alias|geocode_csv|programme
icrs-a-00586,Umeå University,umeå university|sweden,display_alias
icrs-a-00586,"Umeå University, Sweden",umeå university|sweden,delegate_list|display_alias|geocode_csv|programme
icrs-a-00587,"United Nations Capital Development Funds, Switzerland",united nations capital development funds|switzerland,delegate_list|geocode_csv
icrs-a-00588,"United Nations Development Programme - Mauritius & Seychelles, Mauritius",united nations development programme - mauritius & seychelles|mauritius,delegate_list|geocode_csv|programme
icrs-a-00589,"United Nations Development Programme, Seychelles",united nations development programme|seychelles,delegate_list|geocode_csv
icrs-a-00590,"United Nations Environment Programme, Kenya",united nations environment programme|kenya,delegate_list|geocode_csv
icrs-a-00591,"United States Geological Survey, United States",united states geological survey|united states,delegate_list|geocode_csv|programme
icrs-a-00592,Universidad Autonoma de Baja California Sur,universidad autónoma de baja california sur|mexico,display_alias
icrs-a-00592,"Universidad Autonoma de Baja California Sur, Mexico",universidad autónoma de baja california sur|mexico,delegate_list|display_alias|programme
icrs-a-00592,Universidad Autónoma de Baja California Sur,universidad autónoma de baja california sur|mexico,display_alias
icrs-a-00592,"Universidad Autónoma de Baja California Sur, Mexico",universidad autónoma de baja california sur|mexico,delegate_list|display_alias|geocode_csv|programme
icrs-a-00593,"Universidad Autónoma Del Estado de Quintana Roo, Mexico",universidad autónoma del estado de quintana roo|mexico,delegate_list|geocode_csv|programme
icrs-a-00594,"Universidad Central de Venezuela, Venezuela, Bolivarian Republic of","universidad central de venezuela|venezuela, bolivarian republic of",delegate_list|geocode_csv|programme
icrs-a-00595,"Universidad De Guadalajara, Mexico",universidad de guadalajara|mexico,delegate_list|geocode_csv|programme
icrs-a-00596,"Universidad Del Magdalena, Colombia",universidad del magdalena|colombia,delegate_list|geocode_csv|programme
icrs-a-00597,"Universidad del Valle, Colombia",universidad del valle|colombia,delegate_list|geocode_csv|programme
icrs-a-00598,Universidad Nacional Autonoma De Mexico,universidad nacional autónoma de méxico|mexico,display_alias
icrs-a-00598,Universidad Nacional Autonoma de Mexico,universidad nacional autónoma de méxico|mexico,display_alias
icrs-a-00598,"Universidad Nacional Autonoma de Mexico, Mexico",universidad nacional autónoma de méxico|mexico,delegate_list|display_alias|programme
icrs-a-00598,Universidad Nacional Autónoma De México,universidad nacional autónoma de méxico|mexico,display_alias
icrs-a-00598,"Universidad Nacional Autónoma De México, Mexico",universidad nacional autónoma de méxico|mexico,delegate_list|display_alias|geocode_csv|programme
icrs-a-00598,Universidad Nacional Autónoma de México,universidad nacional autónoma de méxico|mexico,display_alias
icrs-a-00598,"Universidad Nacional Autónoma de México, Mexico",universidad nacional autónoma de méxico|mexico,delegate_list|display_alias|programme
icrs-a-00599,"Universidad San Francisco de Quito, Ecuador",universidad san francisco de quito|ecuador,geocode_csv
icrs-a-00600,"Universidade do Estado do Rio de Janeiro, Brazil",universidade do estado do rio de janeiro|brazil,delegate_list|geocode_csv|programme
icrs-a-00601,"Universidade Estadual Do Norte Fluminense, Brazil",universidade estadual do norte fluminense|brazil,delegate_list|geocode_csv|programme
icrs-a-00602,"Universidade Federal de Santa Catarina, Brazil",universidade federal de santa catarina|brazil,delegate_list|geocode_csv|programme
icrs-a-00603,"Universidade Federal do Rio de Janeiro, Brazil",universidade federal do rio de janeiro|brazil,delegate_list|geocode_csv|programme
icrs-a-00604,Universidade Federal do Rio Grande do Norte,universidade federal do rio grande do norte|brazil,display_alias
icrs-a-00604,"Universidade Federal do Rio Grande do Norte, Brazil",universidade federal do rio grande do norte|brazil,delegate_list|display_alias|geocode_csv|programme
icrs-a-00605,"Universidade Federal Fluminense, Brazil",universidade federal fluminense|brazil,delegate_list|geocode_csv|programme
icrs-a-00606,Universidade Lúrio,universidade lúrio|mozambique,display_alias
icrs-a-00606,"Universidade Lúrio, Mozambique",universidade lúrio|mozambique,delegate_list|display_alias|geocode_csv|programme
icrs-a-00607,"Universitas Indonesia, Indonesia",universitas indonesia|indonesia,delegate_list|geocode_csv
icrs-a-00608,Universitat de Barcelona,universitat de barcelona|,programme
icrs-a-00609,"Universiti Kebangsaan Malaysia, Malaysia",universiti kebangsaan malaysia|malaysia,delegate_list|geocode_csv|programme
icrs-a-00610,"Universiti Malaysia Terengganu, Malaysia",universiti malaysia terengganu|malaysia,delegate_list|geocode_csv|programme
icrs-a-00611,"Universiti Sains Malaysia, Malaysia",universiti sains malaysia|malaysia,delegate_list|geocode_csv|programme
icrs-a-00612,"University at Buffalo, United States",university at buffalo|united states,delegate_list|geocode_csv
icrs-a-00613,"University College London, United Kingdom",university college london|united kingdom,delegate_list|geocode_csv|programme
icrs-a-00614,"University Heidelberg, Germany",university heidelberg|germany,delegate_list|geocode_csv|programme
icrs-a-00615,"University of Alabama - Birmingham, United States",university of alabama at birmingham|united states,geocode_csv
icrs-a-00615,University of Alabama at Birmingham,university of alabama at birmingham|united states,display_alias
icrs-a-00615,"University of Alabama at Birmingham, United States",university of alabama at birmingham|united states,delegate_list|display_alias|programme
icrs-a-00616,University of Alabama,university of alabama|united states,display_alias
icrs-a-00616,"University of Alabama, United States",university of alabama|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00617,University of Alberta,university of alberta|canada,display_alias
icrs-a-00617,"University of Alberta, Canada",university of alberta|canada,delegate_list|display_alias|geocode_csv|programme
icrs-a-00618,"University of Amsterdam, Netherlands",university of amsterdam|netherlands,delegate_list|geocode_csv|programme
icrs-a-00619,"University of Antsiranana, Madagascar",university of antsiranana|madagascar,delegate_list|geocode_csv|programme
icrs-a-00620,University of Arizona,university of arizona|united states,display_alias
icrs-a-00620,"University of Arizona, United States",university of arizona|united states,delegate_list|display_alias|geocode_csv|programme
icrs-a-00621,"University of Auckland, Indonesia",university of auckland|indonesia,delegate_list|geocode_csv|programme
icrs-a-00622,"University of Auckland, New Zealand",university of auckland|new zealand,delegate_list|geocode_csv|programme
icrs-a-00623,"University of Basel, Switzerland",university of basel|switzerland,delegate_list|geocode_csv|programme
icrs-a-00624,"University of Belize, Belize",university of belize|belize,delegate_list|geocode_csv|programme
icrs-a-00625,"University of Bologna, Colombia",university of bologna|colombia,delegate_list|geocode_csv|programme
